surveyid,clusterid,hhid,latitude,longitude,location_src,interview_month,interview_year,hh_sample_wt,n_pop_u5,n_u5_under_itn,n_preg_tot,n_preg_under_itn,n_defacto_pop,n_slept_under_itn,hh_has_entry_in_net_tbl,hh_size,n_itn,hh_has_itn,hh_has_enough_itn,occ_hh_has_enough_itn,itn_theoretical_capacity,n_itn_used,n_conv_itn,n_llin,n_llin_1_2yr,n_llin_1yr,n_llin_2_3yr,n_llin_gt3yr
505,193,1930154,-17.591832,48.213854,GPS,7,2016,960511,0,0,0,0,4,4,1,4,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,193,1930160,-17.591832,48.213854,GPS,7,2016,960511,0,0,0,0,4,4,1,4,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,193,1930166,-17.591832,48.213854,GPS,7,2016,960511,0,0,0,0,3,3,1,3,3,1,1,1,3,3,NA,NA,NA,NA,NA,NA
505,193,1930172,-17.591832,48.213854,GPS,7,2016,960511,1,1,0,0,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,193,1930178,-17.591832,48.213854,GPS,7,2016,960511,3,3,0,0,7,7,1,7,3,1,0,0,6,3,NA,NA,NA,NA,NA,NA
505,193,1930184,-17.591832,48.213854,GPS,7,2016,960511,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,193,1930189,-17.591832,48.213854,GPS,7,2016,960511,0,0,0,0,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA
505,194,1940002,-17.423154,48.32279,GPS,6,2016,1333996,0,0,0,0,2,2,1,2,3,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,194,1940010,-17.423154,48.32279,GPS,6,2016,1333996,1,1,0,0,5,5,1,5,3,1,1,1,5,2,NA,NA,NA,NA,NA,NA
505,194,1940017,-17.423154,48.32279,GPS,6,2016,1333996,1,1,0,0,4,3,1,4,3,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,194,1940024,-17.423154,48.32279,GPS,6,2016,1333996,1,1,0,0,5,5,1,5,6,1,1,1,5,2,NA,NA,NA,NA,NA,NA
505,194,1940032,-17.423154,48.32279,GPS,6,2016,1333996,2,0,0,0,7,0,1,7,3,1,0,0,6,0,NA,NA,NA,NA,NA,NA
505,194,1940039,-17.423154,48.32279,GPS,6,2016,1333996,1,0,0,0,1,1,1,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA
505,194,1940046,-17.423154,48.32279,GPS,6,2016,1333996,1,0,0,0,0,0,1,0,3,1,1,0,0,0,NA,NA,NA,NA,NA,NA
505,194,1940053,-17.423154,48.32279,GPS,6,2016,1333996,1,1,0,0,4,4,1,4,3,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,194,1940061,-17.423154,48.32279,GPS,6,2016,1333996,0,0,0,0,4,2,1,4,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,194,1940068,-17.423154,48.32279,GPS,6,2016,1333996,1,1,0,0,7,7,1,7,4,1,1,1,7,2,NA,NA,NA,NA,NA,NA
505,194,1940075,-17.423154,48.32279,GPS,6,2016,1333996,1,1,0,0,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,194,1940082,-17.423154,48.32279,GPS,6,2016,1333996,0,0,1,1,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA
505,194,1940090,-17.423154,48.32279,GPS,6,2016,1333996,1,1,0,0,3,3,1,3,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA
505,194,1940097,-17.423154,48.32279,GPS,6,2016,1333996,1,1,0,0,6,6,1,6,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,194,1940104,-17.423154,48.32279,GPS,6,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,194,1940112,-17.423154,48.32279,GPS,6,2016,1333996,0,0,0,0,4,4,1,4,3,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,194,1940119,-17.423154,48.32279,GPS,6,2016,1333996,1,0,1,0,6,0,1,6,2,1,0,0,4,0,NA,NA,NA,NA,NA,NA
505,194,1940126,-17.423154,48.32279,GPS,6,2016,1333996,2,0,0,0,9,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0
505,194,1940133,-17.423154,48.32279,GPS,6,2016,1333996,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
505,194,1940141,-17.423154,48.32279,GPS,6,2016,1333996,0,0,0,0,5,4,1,5,5,1,1,1,5,1,NA,NA,NA,NA,NA,NA
505,194,1940148,-17.423154,48.32279,GPS,6,2016,1333996,2,2,0,0,4,4,1,4,2,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,194,1940155,-17.423154,48.32279,GPS,6,2016,1333996,1,0,1,1,6,4,1,6,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,194,1940163,-17.423154,48.32279,GPS,6,2016,1333996,1,0,0,0,5,4,1,5,3,1,1,1,5,1,NA,NA,NA,NA,NA,NA
505,194,1940170,-17.423154,48.32279,GPS,6,2016,1333996,0,0,0,0,2,2,1,2,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,194,1940177,-17.423154,48.32279,GPS,6,2016,1333996,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,194,1940184,-17.423154,48.32279,GPS,6,2016,1333996,0,0,0,0,5,5,1,5,4,1,1,1,5,3,NA,NA,NA,NA,NA,NA
505,194,1940192,-17.423154,48.32279,GPS,6,2016,1333996,0,0,1,1,2,2,1,2,3,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,194,1940199,-17.423154,48.32279,GPS,6,2016,1333996,1,1,0,0,5,5,1,5,3,1,1,1,5,2,NA,NA,NA,NA,NA,NA
505,194,1940206,-17.423154,48.32279,GPS,6,2016,1333996,2,2,0,0,6,6,1,6,3,1,1,1,6,2,NA,NA,NA,NA,NA,NA
505,194,1940214,-17.423154,48.32279,GPS,6,2016,1333996,1,1,0,0,3,3,1,3,2,1,1,1,3,2,NA,NA,NA,NA,NA,NA
505,194,1940221,-17.423154,48.32279,GPS,6,2016,1333996,1,1,0,0,4,4,1,4,3,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,194,1940228,-17.423154,48.32279,GPS,6,2016,1333996,0,0,0,0,2,2,1,2,6,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,195,1950002,-17.870539,48.145022,GPS,6,2016,812630,2,2,1,1,4,4,1,4,3,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,195,1950007,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,5,3,1,5,2,1,0,0,4,1,NA,NA,NA,NA,NA,NA
505,195,1950012,-17.870539,48.145022,GPS,6,2016,812630,1,1,0,0,3,3,1,3,3,1,1,1,3,1,NA,NA,NA,NA,NA,NA
505,195,1950017,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,4,0,1,4,4,1,1,1,4,0,NA,NA,NA,NA,NA,NA
505,195,1950021,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,2,1,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,195,1950026,-17.870539,48.145022,GPS,6,2016,812630,0,0,1,1,1,2,1,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA
505,195,1950031,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,0,0,1,0,4,1,1,0,0,0,NA,NA,NA,NA,NA,NA
505,195,1950035,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,0,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
505,195,1950040,-17.870539,48.145022,GPS,6,2016,812630,1,0,1,0,3,0,1,3,2,1,1,1,3,0,NA,NA,NA,NA,NA,NA
505,195,1950045,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,3,3,1,3,2,1,1,1,3,2,NA,NA,NA,NA,NA,NA
505,195,1950050,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
505,195,1950054,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,4,4,1,4,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,195,1950059,-17.870539,48.145022,GPS,6,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,195,1950064,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA
505,195,1950068,-17.870539,48.145022,GPS,6,2016,812630,1,1,0,0,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,195,1950073,-17.870539,48.145022,GPS,6,2016,812630,1,1,0,0,7,7,1,7,3,1,0,0,6,3,NA,NA,NA,NA,NA,NA
505,195,1950078,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,0,1,1,0,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA
505,195,1950083,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,8,8,1,8,7,1,1,1,8,5,NA,NA,NA,NA,NA,NA
505,195,1950087,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,4,5,1,4,3,1,1,1,4,3,NA,NA,NA,NA,NA,NA
505,195,1950092,-17.870539,48.145022,GPS,6,2016,812630,1,1,0,0,6,6,1,6,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,195,1950097,-17.870539,48.145022,GPS,6,2016,812630,1,1,0,0,7,7,1,7,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,195,1950101,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
505,195,1950106,-17.870539,48.145022,GPS,6,2016,812630,1,1,0,0,6,6,1,6,3,1,1,1,6,2,NA,NA,NA,NA,NA,NA
505,195,1950111,-17.870539,48.145022,GPS,6,2016,812630,3,0,0,0,7,0,1,7,3,1,0,0,6,0,NA,NA,NA,NA,NA,NA
505,195,1950116,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,2,2,1,2,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,195,1950120,-17.870539,48.145022,GPS,6,2016,812630,2,2,0,0,6,6,1,6,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,195,1950125,-17.870539,48.145022,GPS,6,2016,812630,1,1,0,0,5,3,1,5,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,195,1950130,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,4,4,1,4,3,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,195,1950135,-17.870539,48.145022,GPS,6,2016,812630,0,0,0,0,4,4,1,4,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,195,1950139,-17.870539,48.145022,GPS,6,2016,812630,0,0,1,1,2,2,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,195,1950144,-17.870539,48.145022,GPS,6,2016,812630,1,1,0,0,4,4,1,4,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,195,1950149,-17.870539,48.145022,GPS,6,2016,812630,1,1,0,0,5,5,1,5,3,1,1,1,5,2,NA,NA,NA,NA,NA,NA
505,196,1960007,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,0,0,1,0,2,1,1,0,0,0,NA,NA,NA,NA,NA,NA
505,196,1960015,-17.267025,48.510314,GPS,6,2016,1224691,1,1,0,0,5,5,1,5,4,1,1,1,5,3,NA,NA,NA,NA,NA,NA
505,196,1960023,-17.267025,48.510314,GPS,6,2016,1224691,1,1,0,0,5,5,1,5,3,1,1,1,5,2,NA,NA,NA,NA,NA,NA
505,196,1960030,-17.267025,48.510314,GPS,6,2016,1224691,1,1,0,0,3,3,1,3,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA
505,196,1960038,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,4,4,1,4,3,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,196,1960045,-17.267025,48.510314,GPS,6,2016,1224691,1,1,0,0,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,196,1960053,-17.267025,48.510314,GPS,6,2016,1224691,1,1,0,0,3,3,1,3,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA
505,196,1960060,-17.267025,48.510314,GPS,6,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,196,1960068,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,5,5,1,5,3,1,1,1,5,3,NA,NA,NA,NA,NA,NA
505,196,1960075,-17.267025,48.510314,GPS,6,2016,1224691,1,1,0,0,3,5,1,3,4,1,1,1,3,2,NA,NA,NA,NA,NA,NA
505,196,1960083,-17.267025,48.510314,GPS,6,2016,1224691,1,1,0,0,4,4,1,4,5,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,196,1960091,-17.267025,48.510314,GPS,6,2016,1224691,2,2,0,0,4,4,1,4,2,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,196,1960098,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,2,2,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,196,1960106,-17.267025,48.510314,GPS,6,2016,1224691,2,0,0,0,5,0,1,5,3,1,1,1,5,0,NA,NA,NA,NA,NA,NA
505,196,1960113,-17.267025,48.510314,GPS,6,2016,1224691,1,1,0,0,7,7,1,7,4,1,1,1,7,3,NA,NA,NA,NA,NA,NA
505,196,1960121,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,9,4,1,9,5,1,1,1,9,2,NA,NA,NA,NA,NA,NA
505,196,1960128,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,3,3,1,3,3,1,1,1,3,2,NA,NA,NA,NA,NA,NA
505,196,1960136,-17.267025,48.510314,GPS,6,2016,1224691,1,1,0,0,5,4,1,5,2,1,0,0,4,1,NA,NA,NA,NA,NA,NA
505,196,1960144,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,5,5,1,5,3,1,1,1,5,2,NA,NA,NA,NA,NA,NA
505,196,1960151,-17.267025,48.510314,GPS,6,2016,1224691,1,1,0,0,4,4,1,4,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,196,1960159,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,2,2,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,196,1960166,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,4,0,1,4,2,1,1,1,4,0,NA,NA,NA,NA,NA,NA
505,196,1960174,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,5,5,1,5,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,196,1960181,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,196,1960189,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,6,6,1,6,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,196,1960196,-17.267025,48.510314,GPS,6,2016,1224691,1,0,0,0,3,0,1,3,2,1,1,1,3,0,NA,NA,NA,NA,NA,NA
505,196,1960204,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,5,5,1,5,3,1,1,1,5,2,NA,NA,NA,NA,NA,NA
505,196,1960212,-17.267025,48.510314,GPS,6,2016,1224691,1,1,0,0,8,8,1,8,3,1,0,0,6,3,NA,NA,NA,NA,NA,NA
505,196,1960219,-17.267025,48.510314,GPS,6,2016,1224691,1,1,0,0,4,4,1,4,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,196,1960227,-17.267025,48.510314,GPS,6,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,196,1960234,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,4,4,1,4,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,196,1960242,-17.267025,48.510314,GPS,6,2016,1224691,0,0,0,0,4,4,1,4,3,1,1,1,4,3,NA,NA,NA,NA,NA,NA
505,197,1970002,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,4,2,1,4,2,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,197,1970006,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,6,0,1,6,3,1,1,1,6,0,NA,NA,NA,NA,NA,NA
505,197,1970010,-17.820964,48.406138,GPS,6,2016,220736,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
505,197,1970014,-17.820964,48.406138,GPS,6,2016,220736,1,0,0,0,5,0,1,5,5,1,1,1,5,0,NA,NA,NA,NA,NA,NA
505,197,1970018,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,4,4,1,4,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,197,1970021,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,3,2,1,3,3,1,1,1,3,2,NA,NA,NA,NA,NA,NA
505,197,1970025,-17.820964,48.406138,GPS,6,2016,220736,1,0,1,0,6,0,1,6,2,1,0,0,4,0,NA,NA,NA,NA,NA,NA
505,197,1970029,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,4,1,1,4,4,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,197,1970033,-17.820964,48.406138,GPS,6,2016,220736,2,0,0,0,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
505,197,1970036,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505,197,1970040,-17.820964,48.406138,GPS,6,2016,220736,1,1,0,0,6,6,1,6,4,1,1,1,6,3,NA,NA,NA,NA,NA,NA
505,197,1970044,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,3,0,1,3,2,1,1,1,3,0,NA,NA,NA,NA,NA,NA
505,197,1970048,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,4,0,1,4,2,1,1,1,4,0,NA,NA,NA,NA,NA,NA
505,197,1970052,-17.820964,48.406138,GPS,6,2016,220736,2,2,0,0,13,4,1,13,3,1,0,0,6,1,NA,NA,NA,NA,NA,NA
505,197,1970055,-17.820964,48.406138,GPS,6,2016,220736,1,1,0,0,7,7,1,7,4,1,1,1,7,2,NA,NA,NA,NA,NA,NA
505,197,1970059,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,5,5,1,5,3,1,1,1,5,3,NA,NA,NA,NA,NA,NA
505,197,1970063,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,6,6,1,6,4,1,1,1,6,4,NA,NA,NA,NA,NA,NA
505,197,1970067,-17.820964,48.406138,GPS,6,2016,220736,1,1,1,1,4,4,1,4,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,197,1970070,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,3,3,1,3,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA
505,197,1970074,-17.820964,48.406138,GPS,6,2016,220736,1,1,0,0,4,4,1,4,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,197,1970078,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,9,6,1,9,3,1,0,0,6,2,NA,NA,NA,NA,NA,NA
505,197,1970082,-17.820964,48.406138,GPS,6,2016,220736,1,1,0,0,5,5,1,5,3,1,1,1,5,2,NA,NA,NA,NA,NA,NA
505,197,1970086,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,3,3,1,3,2,1,1,1,3,2,NA,NA,NA,NA,NA,NA
505,197,1970089,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,197,1970093,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,5,3,1,5,3,1,1,1,5,1,NA,NA,NA,NA,NA,NA
505,197,1970097,-17.820964,48.406138,GPS,6,2016,220736,1,0,0,0,1,0,1,1,5,1,1,1,1,0,NA,NA,NA,NA,NA,NA
505,197,1970101,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,5,5,1,5,6,1,1,1,5,4,NA,NA,NA,NA,NA,NA
505,197,1970104,-17.820964,48.406138,GPS,6,2016,220736,1,1,0,0,6,3,1,6,5,1,1,1,6,1,NA,NA,NA,NA,NA,NA
505,197,1970108,-17.820964,48.406138,GPS,6,2016,220736,0,0,1,0,9,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0
505,197,1970112,-17.820964,48.406138,GPS,6,2016,220736,2,0,0,0,3,0,1,3,2,1,1,1,3,0,NA,NA,NA,NA,NA,NA
505,197,1970116,-17.820964,48.406138,GPS,6,2016,220736,1,1,0,0,5,5,1,5,6,1,1,1,5,2,NA,NA,NA,NA,NA,NA
505,197,1970120,-17.820964,48.406138,GPS,6,2016,220736,0,0,0,0,4,4,1,4,3,1,1,1,4,3,NA,NA,NA,NA,NA,NA
505,198,1980004,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,3,1,1,3,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA
505,198,1980011,-17.841911,48.42018,GPS,6,2016,690859,1,1,0,0,4,4,1,4,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,198,1980018,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,3,2,1,3,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA
505,198,1980025,-17.841911,48.42018,GPS,6,2016,690859,2,1,0,0,3,3,1,3,5,1,1,1,3,1,NA,NA,NA,NA,NA,NA
505,198,1980032,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,3,3,1,3,2,1,1,1,3,2,NA,NA,NA,NA,NA,NA
505,198,1980039,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,8,7,1,8,4,1,1,1,8,2,NA,NA,NA,NA,NA,NA
505,198,1980045,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,4,2,1,4,4,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,198,1980052,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,4,3,1,4,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA
505,198,1980059,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,2,1,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,198,1980066,-17.841911,48.42018,GPS,6,2016,690859,1,1,0,0,7,7,1,7,3,1,0,0,6,3,NA,NA,NA,NA,NA,NA
505,198,1980073,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,1,0,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA
505,198,1980080,-17.841911,48.42018,GPS,6,2016,690859,1,1,0,0,6,3,1,6,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,198,1980087,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
505,198,1980093,-17.841911,48.42018,GPS,6,2016,690859,1,1,0,0,7,7,1,7,5,1,1,1,7,3,NA,NA,NA,NA,NA,NA
505,198,1980100,-17.841911,48.42018,GPS,6,2016,690859,1,1,0,0,3,3,1,3,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA
505,198,1980107,-17.841911,48.42018,GPS,6,2016,690859,1,1,0,0,5,4,1,5,3,1,1,1,5,2,NA,NA,NA,NA,NA,NA
505,198,1980114,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
505,198,1980121,-17.841911,48.42018,GPS,6,2016,690859,1,0,0,0,4,4,1,4,4,1,1,1,4,3,NA,NA,NA,NA,NA,NA
505,198,1980128,-17.841911,48.42018,GPS,6,2016,690859,1,1,0,0,5,5,1,5,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,198,1980134,-17.841911,48.42018,GPS,6,2016,690859,1,1,0,0,6,6,1,6,4,1,1,1,6,2,NA,NA,NA,NA,NA,NA
505,198,1980141,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,4,4,1,4,4,1,1,1,4,3,NA,NA,NA,NA,NA,NA
505,198,1980148,-17.841911,48.42018,GPS,6,2016,690859,1,1,0,0,5,5,1,5,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,198,1980155,-17.841911,48.42018,GPS,6,2016,690859,1,1,0,0,5,5,1,5,2,1,0,0,4,2,NA,NA,NA,NA,NA,NA
505,198,1980162,-17.841911,48.42018,GPS,6,2016,690859,2,1,0,0,5,4,1,5,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,198,1980169,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,2,2,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,198,1980175,-17.841911,48.42018,GPS,6,2016,690859,2,2,0,0,4,4,1,4,2,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,198,1980182,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,12,6,1,12,3,1,0,0,6,3,NA,NA,NA,NA,NA,NA
505,198,1980189,-17.841911,48.42018,GPS,6,2016,690859,1,1,0,0,6,5,1,6,3,1,1,1,6,2,NA,NA,NA,NA,NA,NA
505,198,1980196,-17.841911,48.42018,GPS,6,2016,690859,1,1,0,0,2,2,1,2,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,198,1980203,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,2,2,1,2,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA
505,198,1980210,-17.841911,48.42018,GPS,6,2016,690859,0,0,0,0,2,2,1,2,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA
505,198,1980217,-17.841911,48.42018,GPS,6,2016,690859,3,2,0,0,10,9,1,10,6,1,1,1,10,5,NA,NA,NA,NA,NA,NA
505,199,1990001,-17.76369,48.315394,GPS,7,2016,636382,1,0,1,1,2,2,1,2,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,199,1990005,-17.76369,48.315394,GPS,7,2016,636382,1,1,0,0,5,5,1,5,3,1,1,1,5,3,NA,NA,NA,NA,NA,NA
505,199,1990009,-17.76369,48.315394,GPS,7,2016,636382,1,1,0,0,11,10,1,11,4,1,0,0,8,4,NA,NA,NA,NA,NA,NA
505,199,1990013,-17.76369,48.315394,GPS,7,2016,636382,2,2,0,0,8,8,1,8,3,1,0,0,6,2,NA,NA,NA,NA,NA,NA
505,199,1990017,-17.76369,48.315394,GPS,7,2016,636382,1,0,0,0,2,1,1,2,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA
505,199,1990020,-17.76369,48.315394,GPS,7,2016,636382,2,2,0,0,0,7,1,0,2,1,1,0,0,2,NA,NA,NA,NA,NA,NA
505,199,1990024,-17.76369,48.315394,GPS,7,2016,636382,0,0,0,0,3,3,1,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA
505,199,1990028,-17.76369,48.315394,GPS,7,2016,636382,1,1,0,0,8,4,1,8,5,1,1,1,8,1,NA,NA,NA,NA,NA,NA
505,199,1990032,-17.76369,48.315394,GPS,7,2016,636382,1,0,1,0,0,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
505,199,1990036,-17.76369,48.315394,GPS,7,2016,636382,1,0,0,0,5,4,1,5,2,1,0,0,4,1,NA,NA,NA,NA,NA,NA
505,199,1990040,-17.76369,48.315394,GPS,7,2016,636382,1,1,0,0,4,4,1,4,3,1,1,1,4,1,NA,NA,NA,NA,NA,NA
505,199,1990043,-17.76369,48.315394,GPS,7,2016,636382,1,1,0,0,4,5,1,4,4,1,1,1,4,2,NA,NA,NA,NA,NA,NA
